Date,Day,Building_Name,Building_Type,Time_Slot,Occupancy_Count,Electricity_Consumed_kWh,Peak_Demand_kW,Temperature_C,Renewable_Energy_kWh,Grid_Energy_kWh,Cost_Per_kWh,Total_Cost_INR,Carbon_Emission_kg,Holiday_Flag
2025-02-16,Sunday,Administration,Administration,Afternoon,49,211,52.8,29,21,190,8,1688,133,Yes
2025-02-16,Sunday,Administration,Administration,Evening,40,134,33.5,29,16,118,8,1072,82.6,Yes
2025-02-16,Sunday,Administration,Administration,Night,9,41,10.2,29,0,41,8,328,28.7,Yes
2025-02-16,Sunday,Hostel A,Hostel,Morning,419,341,85.2,29,40,301,8,2728,210.7,Yes
2025-02-16,Sunday,Hostel A,Hostel,Afternoon,297,429,107.2,29,76,353,8,3432,247.1,Yes
2025-02-16,Sunday,Hostel A,Hostel,Evening,376,302,75.5,29,27,275,8,2416,192.5,Yes
2025-02-16,Sunday,Hostel A,Hostel,Night,346,139,34.8,29,0,139,8,1112,97.3,Yes
2025-02-16,Sunday,Hostel B,Hostel,Morning,254,298,74.5,29,60,238,8,2384,166.6,Yes
2025-02-16,Sunday,Hostel B,Hostel,Afternoon,282,408,102,29,65,343,8,3264,240.1,Yes
2025-02-16,Sunday,Hostel B,Hostel,Evening,457,295,73.8,29,41,254,8,2360,177.8,Yes
2025-02-16,Sunday,Hostel B,Hostel,Night,499,108,27,29,0,108,8,864,75.6,Yes
2025-02-16,Sunday,Cafeteria,Cafeteria,Morning,37,190,47.5,29,16,174,8,1520,121.8,Yes
2025-02-16,Sunday,Cafeteria,Cafeteria,Afternoon,54,221,55.2,29,28,193,8,1768,135.1,Yes
2025-02-16,Sunday,Cafeteria,Cafeteria,Evening,79,178,44.5,29,36,142,8,1424,99.4,Yes
2025-02-16,Sunday,Cafeteria,Cafeteria,Night,36,89,22.2,29,0,89,8,712,62.3,Yes
2025-02-17,Monday,CSE Block,Academic,Morning,177,223,55.8,35,24,199,8,1784,139.3,No
2025-02-17,Monday,CSE Block,Academic,Afternoon,224,315,78.8,35,58,257,8,2520,179.9,No
2025-02-17,Monday,CSE Block,Academic,Evening,433,219,54.8,35,37,182,8,1752,127.4,No
2025-02-17,Monday,CSE Block,Academic,Night,234,91,22.8,35,0,91,8,728,63.7,No
2025-02-17,Monday,ECE Block,Academic,Morning,436,222,55.5,35,43,179,8,1776,125.3,No
2025-02-17,Monday,ECE Block,Academic,Afternoon,394,257,64.2,35,27,230,8,2056,161,No
2025-02-17,Monday,ECE Block,Academic,Evening,203,187,46.8,35,35,152,8,1496,106.4,No
2025-02-17,Monday,ECE Block,Academic,Night,221,97,24.2,35,0,97,8,776,67.9,No
2025-02-17,Monday,EEE Block,Academic,Morning,201,202,50.5,35,38,164,8,1616,114.8,No
2025-02-17,Monday,EEE Block,Academic,Afternoon,366,266,66.5,35,35,231,8,2128,161.7,No
2025-02-17,Monday,EEE Block,Academic,Evening,162,193,48.2,35,31,162,8,1544,113.4,No
2025-02-17,Monday,EEE Block,Academic,Night,369,66,16.5,35,0,66,8,528,46.2,No
2025-02-17,Monday,Mechanical Lab,Laboratory,Morning,171,473,118.2,35,87,386,8,3784,270.2,No
2025-02-17,Monday,Mechanical Lab,Laboratory,Afternoon,110,565,141.2,35,107,458,8,4520,320.6,No
2025-02-17,Monday,Mechanical Lab,Laboratory,Evening,126,412,103,35,79,333,8,3296,233.1,No
2025-02-17,Monday,Mechanical Lab,Laboratory,Night,93,201,50.2,35,0,201,8,1608,140.7,No
2025-02-17,Monday,Civil Block,Academic,Morning,447,220,55,35,18,202,8,1760,141.4,No
2025-02-17,Monday,Civil Block,Academic,Afternoon,336,273,68.2,35,48,225,8,2184,157.5,No
2025-02-17,Monday,Civil Block,Academic,Evening,350,161,40.2,35,18,143,8,1288,100.1,No
2025-02-17,Monday,Civil Block,Academic,Night,352,101,25.2,35,0,101,8,808,70.7,No
2025-02-17,Monday,Library,Library,Morning,114,161,40.2,35,17,144,8,1288,100.8,No
2025-02-17,Monday,Library,Library,Afternoon,258,263,65.8,35,34,229,8,2104,160.3,No
2025-02-17,Monday,Library,Library,Evening,153,171,42.8,35,18,153,8,1368,107.1,No
2025-02-17,Monday,Library,Library,Night,161,52,13,35,0,52,8,416,36.4,No
2025-02-17,Monday,Administration,Administration,Morning,96,142,35.5,35,17,125,8,1136,87.5,No
2025-02-17,Monday,Administration,Administration,Afternoon,91,197,49.2,35,26,171,8,1576,119.7,No
2025-02-17,Monday,Administration,Administration,Evening,39,119,29.8,35,13,106,8,952,74.2,No
2025-02-17,Monday,Administration,Administration,Night,53,42,10.5,35,0,42,8,336,29.4,No
2025-02-17,Monday,Hostel A,Hostel,Morning,544,328,82,35,45,283,8,2624,198.1,No
2025-02-17,Monday,Hostel A,Hostel,Afternoon,451,412,103,35,66,346,8,3296,242.2,No
2025-02-17,Monday,Hostel A,Hostel,Evening,514,318,79.5,35,34,284,8,2544,198.8,No
2025-02-17,Monday,Hostel A,Hostel,Night,279,123,30.8,35,0,123,8,984,86.1,No
2025-02-17,Monday,Hostel B,Hostel,Morning,342,333,83.2,35,52,281,8,2664,196.7,No
2025-02-17,Monday,Hostel B,Hostel,Afternoon,408,428,107,35,39,389,8,3424,272.3,No
2025-02-17,Monday,Hostel B,Hostel,Evening,517,305,76.2,35,46,259,8,2440,181.3,No
2025-02-17,Monday,Hostel B,Hostel,Night,502,141,35.2,35,0,141,8,1128,98.7,No
2025-02-17,Monday,Cafeteria,Cafeteria,Morning,195,196,49,35,26,170,8,1568,119,No
2025-02-17,Monday,Cafeteria,Cafeteria,Afternoon,337,216,54,35,23,193,8,1728,135.1,No
2025-02-17,Monday,Cafeteria,Cafeteria,Evening,116,181,45.2,35,38,143,8,1448,100.1,No
2025-02-17,Monday,Cafeteria,Cafeteria,Night,182,74,18.5,35,0,74,8,592,51.8,No
2025-02-18,Tuesday,CSE Block,Academic,Morning,328,218,54.5,26,43,175,8,1744,122.5,No
2025-02-18,Tuesday,CSE Block,Academic,Afternoon,339,316,79,26,47,269,8,2528,188.3,No
2025-02-18,Tuesday,CSE Block,Academic,Evening,167,187,46.8,26,16,171,8,1496,119.7,No
2025-02-18,Tuesday,CSE Block,Academic,Night,222,97,24.2,26,0,97,8,776,67.9,No
2025-02-18,Tuesday,ECE Block,Academic,Morning,156,231,57.8,26,45,186,8,1848,130.2,No
2025-02-18,Tuesday,ECE Block,Academic,Afternoon,266,269,67.2,26,32,237,8,2152,165.9,No
2025-02-18,Tuesday,ECE Block,Academic,Evening,161,181,45.2,26,24,157,8,1448,109.9,No
2025-02-18,Tuesday,ECE Block,Academic,Night,158,102,25.5,26,0,102,8,816,71.4,No
2025-02-18,Tuesday,EEE Block,Academic,Morning,322,210,52.5,26,29,181,8,1680,126.7,No
2025-02-18,Tuesday,EEE Block,Academic,Afternoon,361,294,73.5,26,64,230,8,2352,161,No
2025-02-18,Tuesday,EEE Block,Academic,Evening,268,211,52.8,26,27,184,8,1688,128.8,No
2025-02-18,Tuesday,EEE Block,Academic,Night,425,78,19.5,26,0,78,8,624,54.6,No
2025-02-18,Tuesday,Mechanical Lab,Laboratory,Morning,87,472,118,26,70,402,8,3776,281.4,No
2025-02-18,Tuesday,Mechanical Lab,Laboratory,Afternoon,141,614,153.5,26,86,528,8,4912,369.6,No
2025-02-18,Tuesday,Mechanical Lab,Laboratory,Evening,159,435,108.8,26,74,361,8,3480,252.7,No
2025-02-18,Tuesday,Mechanical Lab,Laboratory,Night,83,185,46.2,26,0,185,8,1480,129.5,No
2025-02-18,Tuesday,Civil Block,Academic,Morning,230,171,42.8,26,22,149,8,1368,104.3,No
2025-02-18,Tuesday,Civil Block,Academic,Afternoon,262,249,62.2,26,48,201,8,1992,140.7,No
2025-02-18,Tuesday,Civil Block,Academic,Evening,308,152,38,26,26,126,8,1216,88.2,No
2025-02-18,Tuesday,Civil Block,Academic,Night,373,92,23,26,0,92,8,736,64.4,No
2025-02-18,Tuesday,Library,Library,Morning,99,165,41.2,26,23,142,8,1320,99.4,No
2025-02-18,Tuesday,Library,Library,Afternoon,147,218,54.5,26,44,174,8,1744,121.8,No
2025-02-18,Tuesday,Library,Library,Evening,207,147,36.8,26,20,127,8,1176,88.9,No
2025-02-18,Tuesday,Library,Library,Night,208,91,22.8,26,0,91,8,728,63.7,No
2025-02-18,Tuesday,Administration,Administration,Morning,53,164,41,26,21,143,8,1312,100.1,No
2025-02-18,Tuesday,Administration,Administration,Afternoon,67,200,50,26,38,162,8,1600,113.4,No
2025-02-18,Tuesday,Administration,Administration,Evening,39,121,30.2,26,22,99,8,968,69.3,No
2025-02-18,Tuesday,Administration,Administration,Night,87,70,17.5,26,0,70,8,560,49,No
2025-02-18,Tuesday,Hostel A,Hostel,Morning,474,328,82,26,28,300,8,2624,210,No
2025-02-18,Tuesday,Hostel A,Hostel,Afternoon,501,411,102.8,26,74,337,8,3288,235.9,No
2025-02-18,Tuesday,Hostel A,Hostel,Evening,256,274,68.5,26,38,236,8,2192,165.2,No
2025-02-18,Tuesday,Hostel A,Hostel,Night,370,112,28,26,0,112,8,896,78.4,No
2025-02-18,Tuesday,Hostel B,Hostel,Morning,483,340,85,26,49,291,8,2720,203.7,No
2025-02-18,Tuesday,Hostel B,Hostel,Afternoon,485,394,98.5,26,79,315,8,3152,220.5,No
2025-02-18,Tuesday,Hostel B,Hostel,Evening,448,303,75.8,26,64,239,8,2424,167.3,No
2025-02-18,Tuesday,Hostel B,Hostel,Night,510,152,38,26,0,152,8,1216,106.4,No
2025-02-18,Tuesday,Cafeteria,Cafeteria,Morning,87,187,46.8,26,27,160,8,1496,112,No
2025-02-18,Tuesday,Cafeteria,Cafeteria,Afternoon,193,227,56.8,26,38,189,8,1816,132.3,No
2025-02-18,Tuesday,Cafeteria,Cafeteria,Evening,256,161,40.2,26,31,130,8,1288,91,No
2025-02-18,Tuesday,Cafeteria,Cafeteria,Night,251,61,15.2,26,0,61,8,488,42.7,No
2025-02-19,Wednesday,CSE Block,Academic,Morning,397,227,56.8,24,19,208,8,1816,145.6,No
2025-02-19,Wednesday,CSE Block,Academic,Afternoon,302,268,67,24,22,246,8,2144,172.2,No
2025-02-19,Wednesday,CSE Block,Academic,Evening,382,209,52.2,24,37,172,8,1672,120.4,No
2025-02-19,Wednesday,CSE Block,Academic,Night,273,85,21.2,24,0,85,8,680,59.5,No
2025-02-19,Wednesday,ECE Block,Academic,Morning,218,230,57.5,24,28,202,8,1840,141.4,No
2025-02-19,Wednesday,ECE Block,Academic,Afternoon,437,254,63.5,24,48,206,8,2032,144.2,No
2025-02-19,Wednesday,ECE Block,Academic,Evening,196,208,52,24,33,175,8,1664,122.5,No
2025-02-19,Wednesday,ECE Block,Academic,Night,401,85,21.2,24,0,85,8,680,59.5,No
2025-02-19,Wednesday,EEE Block,Academic,Morning,313,189,47.2,24,41,148,8,1512,103.6,No
2025-02-19,Wednesday,EEE Block,Academic,Afternoon,229,295,73.8,24,53,242,8,2360,169.4,No
2025-02-19,Wednesday,EEE Block,Academic,Evening,387,194,48.5,24,34,160,8,1552,112,No
2025-02-19,Wednesday,EEE Block,Academic,Night,353,67,16.8,24,0,67,8,536,46.9,No
2025-02-19,Wednesday,Mechanical Lab,Laboratory,Morning,107,464,116,24,92,372,8,3712,260.4,No
2025-02-19,Wednesday,Mechanical Lab,Laboratory,Afternoon,164,606,151.5,24,103,503,8,4848,352.1,No
2025-02-19,Wednesday,Mechanical Lab,Laboratory,Evening,177,402,100.5,24,39,363,8,3216,254.1,No
2025-02-19,Wednesday,Mechanical Lab,Laboratory,Night,115,170,42.5,24,0,170,8,1360,119,No
2025-02-19,Wednesday,Civil Block,Academic,Morning,231,173,43.2,24,32,141,8,1384,98.7,No
2025-02-19,Wednesday,Civil Block,Academic,Afternoon,395,277,69.2,24,24,253,8,2216,177.1,No
2025-02-19,Wednesday,Civil Block,Academic,Evening,231,199,49.8,24,41,158,8,1592,110.6,No
2025-02-19,Wednesday,Civil Block,Academic,Night,367,66,16.5,24,0,66,8,528,46.2,No
2025-02-19,Wednesday,Library,Library,Morning,182,210,52.5,24,26,184,8,1680,128.8,No
2025-02-19,Wednesday,Library,Library,Afternoon,168,221,55.2,24,37,184,8,1768,128.8,No
2025-02-19,Wednesday,Library,Library,Evening,280,162,40.5,24,14,148,8,1296,103.6,No
2025-02-19,Wednesday,Library,Library,Night,197,101,25.2,24,0,101,8,808,70.7,No
2025-02-19,Wednesday,Administration,Administration,Morning,79,142,35.5,24,29,113,8,1136,79.1,No
2025-02-19,Wednesday,Administration,Administration,Afternoon,43,175,43.8,24,24,151,8,1400,105.7,No
2025-02-19,Wednesday,Administration,Administration,Evening,97,131,32.8,24,26,105,8,1048,73.5,No
2025-02-19,Wednesday,Administration,Administration,Night,50,59,14.8,24,0,59,8,472,41.3,No
2025-02-19,Wednesday,Hostel A,Hostel,Morning,491,338,84.5,24,33,305,8,2704,213.5,No
2025-02-19,Wednesday,Hostel A,Hostel,Afternoon,383,403,100.8,24,40,363,8,3224,254.1,No
2025-02-19,Wednesday,Hostel A,Hostel,Evening,435,275,68.8,24,47,228,8,2200,159.6,No
2025-02-19,Wednesday,Hostel A,Hostel,Night,531,133,33.2,24,0,133,8,1064,93.1,No
2025-02-19,Wednesday,Hostel B,Hostel,Morning,285,307,76.8,24,50,257,8,2456,179.9,No
2025-02-19,Wednesday,Hostel B,Hostel,Afternoon,294,414,103.5,24,45,369,8,3312,258.3,No
2025-02-19,Wednesday,Hostel B,Hostel,Evening,364,302,75.5,24,55,247,8,2416,172.9,No
2025-02-19,Wednesday,Hostel B,Hostel,Night,350,125,31.2,24,0,125,8,1000,87.5,No
2025-02-19,Wednesday,Cafeteria,Cafeteria,Morning,207,170,42.5,24,30,140,8,1360,98,No
2025-02-19,Wednesday,Cafeteria,Cafeteria,Afternoon,99,221,55.2,24,29,192,8,1768,134.4,No
2025-02-19,Wednesday,Cafeteria,Cafeteria,Evening,303,166,41.5,24,15,151,8,1328,105.7,No
2025-02-19,Wednesday,Cafeteria,Cafeteria,Night,271,89,22.2,24,0,89,8,712,62.3,No
2025-02-20,Thursday,CSE Block,Academic,Morning,313,220,55,24,38,182,8,1760,127.4,No
2025-02-20,Thursday,CSE Block,Academic,Afternoon,283,309,77.2,24,43,266,8,2472,186.2,No
2025-02-20,Thursday,CSE Block,Academic,Evening,212,184,46,24,15,169,8,1472,118.3,No
2025-02-20,Thursday,CSE Block,Academic,Night,159,90,22.5,24,0,90,8,720,63,No
2025-02-20,Thursday,ECE Block,Academic,Morning,399,233,58.2,24,47,186,8,1864,130.2,No
2025-02-20,Thursday,ECE Block,Academic,Afternoon,208,267,66.8,24,40,227,8,2136,158.9,No
2025-02-20,Thursday,ECE Block,Academic,Evening,353,184,46,24,27,157,8,1472,109.9,No
2025-02-20,Thursday,ECE Block,Academic,Night,350,90,22.5,24,0,90,8,720,63,No
2025-02-20,Thursday,EEE Block,Academic,Morning,430,233,58.2,24,25,208,8,1864,145.6,No
2025-02-20,Thursday,EEE Block,Academic,Afternoon,192,286,71.5,24,27,259,8,2288,181.3,No
2025-02-20,Thursday,EEE Block,Academic,Evening,169,201,50.2,24,33,168,8,1608,117.6,No
2025-02-20,Thursday,EEE Block,Academic,Night,441,76,19,24,0,76,8,608,53.2,No
2025-02-20,Thursday,Mechanical Lab,Laboratory,Morning,120,438,109.5,24,54,384,8,3504,268.8,No
2025-02-20,Thursday,Mechanical Lab,Laboratory,Afternoon,66,595,148.8,24,88,507,8,4760,354.9,No
2025-02-20,Thursday,Mechanical Lab,Laboratory,Evening,116,394,98.5,24,59,335,8,3152,234.5,No
2025-02-20,Thursday,Mechanical Lab,Laboratory,Night,137,183,45.8,24,0,183,8,1464,128.1,No
2025-02-20,Thursday,Civil Block,Academic,Morning,345,185,46.2,24,37,148,8,1480,103.6,No
2025-02-20,Thursday,Civil Block,Academic,Afternoon,204,243,60.8,24,29,214,8,1944,149.8,No
2025-02-20,Thursday,Civil Block,Academic,Evening,395,176,44,24,19,157,8,1408,109.9,No
2025-02-20,Thursday,Civil Block,Academic,Night,281,96,24,24,0,96,8,768,67.2,No
2025-02-20,Thursday,Library,Library,Morning,251,198,49.5,24,23,175,8,1584,122.5,No
2025-02-20,Thursday,Library,Library,Afternoon,254,250,62.5,24,26,224,8,2000,156.8,No
2025-02-20,Thursday,Library,Library,Evening,172,169,42.2,24,20,149,8,1352,104.3,No
2025-02-20,Thursday,Library,Library,Night,211,60,15,24,0,60,8,480,42,No
2025-02-20,Thursday,Administration,Administration,Morning,22,155,38.8,24,19,136,8,1240,95.2,No
2025-02-20,Thursday,Administration,Administration,Afternoon,53,167,41.8,24,14,153,8,1336,107.1,No
2025-02-20,Thursday,Administration,Administration,Evening,62,107,26.8,24,13,94,8,856,65.8,No
2025-02-20,Thursday,Administration,Administration,Night,42,72,18,24,0,72,8,576,50.4,No
2025-02-20,Thursday,Hostel A,Hostel,Morning,436,319,79.8,24,50,269,8,2552,188.3,No
2025-02-20,Thursday,Hostel A,Hostel,Afternoon,320,413,103.2,24,65,348,8,3304,243.6,No
2025-02-20,Thursday,Hostel A,Hostel,Evening,305,313,78.2,24,56,257,8,2504,179.9,No
2025-02-20,Thursday,Hostel A,Hostel,Night,319,151,37.8,24,0,151,8,1208,105.7,No
2025-02-20,Thursday,Hostel B,Hostel,Morning,511,307,76.8,24,39,268,8,2456,187.6,No
2025-02-20,Thursday,Hostel B,Hostel,Afternoon,259,433,108.2,24,90,343,8,3464,240.1,No
2025-02-20,Thursday,Hostel B,Hostel,Evening,293,282,70.5,24,40,242,8,2256,169.4,No
2025-02-20,Thursday,Hostel B,Hostel,Night,301,154,38.5,24,0,154,8,1232,107.8,No
2025-02-20,Thursday,Cafeteria,Cafeteria,Morning,51,179,44.8,24,26,153,8,1432,107.1,No
2025-02-20,Thursday,Cafeteria,Cafeteria,Afternoon,55,220,55,24,18,202,8,1760,141.4,No
2025-02-20,Thursday,Cafeteria,Cafeteria,Evening,233,159,39.8,24,24,135,8,1272,94.5,No
2025-02-20,Thursday,Cafeteria,Cafeteria,Night,139,91,22.8,24,0,91,8,728,63.7,No
2025-02-21,Friday,CSE Block,Academic,Morning,333,200,50,35,30,170,8,1600,119,No
2025-02-21,Friday,CSE Block,Academic,Afternoon,303,290,72.5,35,39,251,8,2320,175.7,No
2025-02-21,Friday,CSE Block,Academic,Evening,318,218,54.5,35,30,188,8,1744,131.6,No
2025-02-21,Friday,CSE Block,Academic,Night,159,85,21.2,35,0,85,8,680,59.5,No
2025-02-21,Friday,ECE Block,Academic,Morning,164,209,52.2,35,41,168,8,1672,117.6,No
2025-02-21,Friday,ECE Block,Academic,Afternoon,394,254,63.5,35,20,234,8,2032,163.8,No
2025-02-21,Friday,ECE Block,Academic,Evening,419,200,50,35,35,165,8,1600,115.5,No
2025-02-21,Friday,ECE Block,Academic,Night,306,79,19.8,35,0,79,8,632,55.3,No
2025-02-21,Friday,EEE Block,Academic,Morning,376,187,46.8,35,28,159,8,1496,111.3,No
2025-02-21,Friday,EEE Block,Academic,Afternoon,212,248,62,35,46,202,8,1984,141.4,No
2025-02-21,Friday,EEE Block,Academic,Evening,423,209,52.2,35,27,182,8,1672,127.4,No
2025-02-21,Friday,EEE Block,Academic,Night,340,95,23.8,35,0,95,8,760,66.5,No
2025-02-21,Friday,Mechanical Lab,Laboratory,Morning,127,449,112.2,35,53,396,8,3592,277.2,No
2025-02-21,Friday,Mechanical Lab,Laboratory,Afternoon,88,614,153.5,35,106,508,8,4912,355.6,No
2025-02-21,Friday,Mechanical Lab,Laboratory,Evening,132,415,103.8,35,36,379,8,3320,265.3,No
2025-02-21,Friday,Mechanical Lab,Laboratory,Night,152,163,40.8,35,0,163,8,1304,114.1,No
2025-02-21,Friday,Civil Block,Academic,Morning,326,184,46,35,32,152,8,1472,106.4,No
2025-02-21,Friday,Civil Block,Academic,Afternoon,338,240,60,35,31,209,8,1920,146.3,No
2025-02-21,Friday,Civil Block,Academic,Evening,397,165,41.2,35,15,150,8,1320,105,No
2025-02-21,Friday,Civil Block,Academic,Night,226,69,17.2,35,0,69,8,552,48.3,No
2025-02-21,Friday,Library,Library,Morning,229,174,43.5,35,16,158,8,1392,110.6,No
2025-02-21,Friday,Library,Library,Afternoon,166,225,56.2,35,22,203,8,1800,142.1,No
2025-02-21,Friday,Library,Library,Evening,127,186,46.5,35,30,156,8,1488,109.2,No
2025-02-21,Friday,Library,Library,Night,98,78,19.5,35,0,78,8,624,54.6,No
2025-02-21,Friday,Administration,Administration,Morning,118,156,39,35,12,144,8,1248,100.8,No
2025-02-21,Friday,Administration,Administration,Afternoon,51,190,47.5,35,17,173,8,1520,121.1,No
2025-02-21,Friday,Administration,Administration,Evening,102,132,33,35,19,113,8,1056,79.1,No
2025-02-21,Friday,Administration,Administration,Night,21,44,11,35,0,44,8,352,30.8,No
2025-02-21,Friday,Hostel A,Hostel,Morning,267,303,75.8,35,27,276,8,2424,193.2,No
2025-02-21,Friday,Hostel A,Hostel,Afternoon,509,407,101.8,35,63,344,8,3256,240.8,No
2025-02-21,Friday,Hostel A,Hostel,Evening,283,313,78.2,35,31,282,8,2504,197.4,No
2025-02-21,Friday,Hostel A,Hostel,Night,357,154,38.5,35,0,154,8,1232,107.8,No
2025-02-21,Friday,Hostel B,Hostel,Morning,315,297,74.2,35,39,258,8,2376,180.6,No
2025-02-21,Friday,Hostel B,Hostel,Afternoon,379,406,101.5,35,54,352,8,3248,246.4,No
2025-02-21,Friday,Hostel B,Hostel,Evening,338,300,75,35,64,236,8,2400,165.2,No
2025-02-21,Friday,Hostel B,Hostel,Night,344,137,34.2,35,0,137,8,1096,95.9,No
2025-02-21,Friday,Cafeteria,Cafeteria,Morning,327,188,47,35,33,155,8,1504,108.5,No
2025-02-21,Friday,Cafeteria,Cafeteria,Afternoon,85,234,58.5,35,21,213,8,1872,149.1,No
2025-02-21,Friday,Cafeteria,Cafeteria,Evening,226,133,33.2,35,14,119,8,1064,83.3,No
2025-02-21,Friday,Cafeteria,Cafeteria,Night,171,86,21.5,35,0,86,8,688,60.2,No
2025-02-22,Saturday,CSE Block,Academic,Morning,173,249,62.2,25,41,208,8,1992,145.6,Yes
2025-02-22,Saturday,CSE Block,Academic,Afternoon,176,310,77.5,25,55,255,8,2480,178.5,Yes
2025-02-22,Saturday,CSE Block,Academic,Evening,176,199,49.8,25,23,176,8,1592,123.2,Yes
2025-02-22,Saturday,CSE Block,Academic,Night,200,94,23.5,25,0,94,8,752,65.8,Yes
2025-02-22,Saturday,ECE Block,Academic,Morning,180,225,56.2,25,49,176,8,1800,123.2,Yes
2025-02-22,Saturday,ECE Block,Academic,Afternoon,148,300,75,25,63,237,8,2400,165.9,Yes
2025-02-22,Saturday,ECE Block,Academic,Evening,200,209,52.2,25,22,187,8,1672,130.9,Yes
2025-02-22,Saturday,ECE Block,Academic,Night,188,104,26,25,0,104,8,832,72.8,Yes
2025-02-22,Saturday,EEE Block,Academic,Morning,193,211,52.8,25,44,167,8,1688,116.9,Yes
2025-02-22,Saturday,EEE Block,Academic,Afternoon,101,246,61.5,25,27,219,8,1968,153.3,Yes
2025-02-22,Saturday,EEE Block,Academic,Evening,115,185,46.2,25,21,164,8,1480,114.8,Yes
2025-02-22,Saturday,EEE Block,Academic,Night,80,79,19.8,25,0,79,8,632,55.3,Yes
2025-02-22,Saturday,Mechanical Lab,Laboratory,Morning,31,443,110.8,25,48,395,8,3544,276.5,Yes
2025-02-22,Saturday,Mechanical Lab,Laboratory,Afternoon,54,568,142,25,51,517,8,4544,361.9,Yes
2025-02-22,Saturday,Mechanical Lab,Laboratory,Evening,61,386,96.5,25,61,325,8,3088,227.5,Yes
2025-02-22,Saturday,Mechanical Lab,Laboratory,Night,28,201,50.2,25,0,201,8,1608,140.7,Yes
2025-02-22,Saturday,Civil Block,Academic,Morning,91,219,54.8,25,48,171,8,1752,119.7,Yes
2025-02-22,Saturday,Civil Block,Academic,Afternoon,171,239,59.8,25,41,198,8,1912,138.6,Yes
2025-02-22,Saturday,Civil Block,Academic,Evening,195,194,48.5,25,31,163,8,1552,114.1,Yes
2025-02-22,Saturday,Civil Block,Academic,Night,80,88,22,25,0,88,8,704,61.6,Yes
2025-02-22,Saturday,Library,Library,Morning,129,187,46.8,25,37,150,8,1496,105,Yes
2025-02-22,Saturday,Library,Library,Afternoon,67,215,53.8,25,39,176,8,1720,123.2,Yes
2025-02-22,Saturday,Library,Library,Evening,121,187,46.8,25,27,160,8,1496,112,Yes
2025-02-22,Saturday,Library,Library,Night,61,88,22,25,0,88,8,704,61.6,Yes
2025-02-22,Saturday,Administration,Administration,Morning,24,160,40,25,24,136,8,1280,95.2,Yes
2025-02-22,Saturday,Administration,Administration,Afternoon,48,198,49.5,25,34,164,8,1584,114.8,Yes
2025-02-22,Saturday,Administration,Administration,Evening,32,135,33.8,25,18,117,8,1080,81.9,Yes
2025-02-22,Saturday,Administration,Administration,Night,13,54,13.5,25,0,54,8,432,37.8,Yes
2025-02-22,Saturday,Hostel A,Hostel,Morning,461,337,84.2,25,61,276,8,2696,193.2,Yes
2025-02-22,Saturday,Hostel A,Hostel,Afternoon,298,420,105,25,50,370,8,3360,259,Yes
2025-02-22,Saturday,Hostel A,Hostel,Evening,472,299,74.8,25,44,255,8,2392,178.5,Yes
2025-02-22,Saturday,Hostel A,Hostel,Night,362,108,27,25,0,108,8,864,75.6,Yes
2025-02-22,Saturday,Hostel B,Hostel,Morning,395,305,76.2,25,56,249,8,2440,174.3,Yes
2025-02-22,Saturday,Hostel B,Hostel,Afternoon,382,426,106.5,25,39,387,8,3408,270.9,Yes
2025-02-22,Saturday,Hostel B,Hostel,Evening,259,280,70,25,30,250,8,2240,175,Yes
2025-02-22,Saturday,Hostel B,Hostel,Night,276,140,35,25,0,140,8,1120,98,Yes
2025-02-22,Saturday,Cafeteria,Cafeteria,Morning,41,174,43.5,25,21,153,8,1392,107.1,Yes
2025-02-22,Saturday,Cafeteria,Cafeteria,Afternoon,127,247,61.8,25,39,208,8,1976,145.6,Yes
2025-02-22,Saturday,Cafeteria,Cafeteria,Evening,127,172,43,25,15,157,8,1376,109.9,Yes
2025-02-22,Saturday,Cafeteria,Cafeteria,Night,65,71,17.8,25,0,71,8,568,49.7,Yes
2025-02-23,Sunday,CSE Block,Academic,Morning,129,243,60.8,29,35,208,8,1944,145.6,Yes
2025-02-23,Sunday,CSE Block,Academic,Afternoon,71,305,76.2,29,45,260,8,2440,182,Yes
2025-02-23,Sunday,CSE Block,Academic,Evening,179,216,54,29,39,177,8,1728,123.9,Yes
2025-02-23,Sunday,CSE Block,Academic,Night,138,78,19.5,29,0,78,8,624,54.6,Yes
2025-02-23,Sunday,ECE Block,Academic,Morning,138,195,48.8,29,20,175,8,1560,122.5,Yes
2025-02-23,Sunday,ECE Block,Academic,Afternoon,103,298,74.5,29,24,274,8,2384,191.8,Yes
2025-02-23,Sunday,ECE Block,Academic,Evening,80,208,52,29,45,163,8,1664,114.1,Yes
2025-02-23,Sunday,ECE Block,Academic,Night,118,82,20.5,29,0,82,8,656,57.4,Yes
2025-02-23,Sunday,EEE Block,Academic,Morning,72,201,50.2,29,21,180,8,1608,126,Yes
2025-02-23,Sunday,EEE Block,Academic,Afternoon,125,258,64.5,29,53,205,8,2064,143.5,Yes
2025-02-23,Sunday,EEE Block,Academic,Evening,120,170,42.5,29,32,138,8,1360,96.6,Yes
2025-02-23,Sunday,EEE Block,Academic,Night,132,110,27.5,29,0,110,8,880,77,Yes
2025-02-23,Sunday,Mechanical Lab,Laboratory,Morning,77,478,119.5,29,79,399,8,3824,279.3,Yes
2025-02-23,Sunday,Mechanical Lab,Laboratory,Afternoon,63,589,147.2,29,103,486,8,4712,340.2,Yes
